,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,x,y,z,v_x,v_y,v_z,v_r,r
263004,1635721458409799680,Gaia DR2 1856094482322962176,1856094482322962176,875665534,2015.5,311.2184057275793,0.0232674801335825,26.553277121583093,0.030991099028148,3.995146008706376,0.030864010730444823,129.44351,17.01074467933093,0.05064912347916194,8.420780546239211,0.052633830838631435,0.11223996,0.26169905,-0.47361615,-0.14093778,0.1352195,-0.15905273,-0.7157755,-0.23915635,-0.05525494,-0.04158066,283,283,272,11,14.333275,752.7285,0.0,0.0,31,True,274.74612,1.694708988471208,0.006209877044045697,0.061206643,32,14,0.041613705,0,34,True,275,3216411.746106618,893.2417318585266,3600.83,9.419936,34,2095688.510685164,1897.197264635661,1104.6234,9.548071,32,1636742.8340488027,1858.2230768272034,880.8107,9.226969,1.1604333,0,0.32110214,0.12813473,0.19296741,-4.910123804754486,1.8082965042232628,4,6500.0,3.5,0.0,NOT_AVAILABLE,69.85856327165001,-10.038469587781089,323.2891412235101,42.671191998290645,100001,7636.25,7488.75,7751.25,0.5985,0.42100000000000004,0.6727,0.2693,0.2249,0.3293,200111,1.6173872999999999,1.5697511,1.6817275,8.013889,7.9155807000000005,8.112198,-8215.22840647,231.398954174,-16.9056763189,-10.141341342,233.013988512,-1.66928009428,233.23457215147278,8218.486676171848
263248,1635721458409799680,Gaia DR2 1856215050646542464,1856215050646542464,1499128667,2015.5,311.4612384285312,0.02296644834142169,27.055998225541128,0.03953996658062864,1.6949316596132071,0.04735381629305538,35.792927,2.923023003848773,0.06989707961577382,-4.479542987617045,0.0707740446816992,0.034657758,0.17602597,-0.29063812,-0.07875477,-0.038416373999999996,-0.19058239999999999,-0.5844351,-0.29763827,0.22200806,-0.030675892000000003,407,407,397,10,28.626068,1862.0613,0.14964641188016958,12.425779346016009,31,False,36.536777,1.684622740770274,0.007521487250345843,0.054114252,46,14,0.04721643,0,47,True,391,332288.47624871694,118.91138036590729,2794.4211,11.884578,46,206306.38410850556,180.70969827765995,1141.6454,12.065106,45,186955.0867335966,101.77459276359959,1836.9524,11.582577,1.1834942,0,0.48252964,0.18052864,0.302001,2.3472757972410694,1.1370957823093486,12,6500.0,3.5,0.0,NOT_AVAILABLE,70.39769015754077,-9.90519445754918,323.81108869569334,43.06280352476619,100001,7504.0,7189.3604,7962.5,0.19,0.0479,0.3326,0.0785,0.0179,0.1458,200111,1.2641668,1.1227709,1.3772396999999998,4.565357700000001,4.3875589999999995,4.7431564,-8105.30025287,547.515618625,-75.1225545215,15.6866441109,230.467307151,-7.07239256358,231.00054213943457,8123.7716327988355
263894,1635721458409799680,Gaia DR2 1856532465914581504,1856532465914581504,695246023,2015.5,311.2071002300577,0.02543725715391537,28.104445191801872,0.030789692882954155,1.4813624111043957,0.041220601546399234,35.937428000000004,-0.6977388394646138,0.06092505550287264,-7.10052052813794,0.06394962941651529,-0.68852955,0.16422494,-0.35391006,0.46748263,-0.06493065,0.48017138,-0.49592862,-0.14397379999999999,0.09779697,-0.66626287,615,615,575,40,29.58172,2264.09,0.12784001454548025,10.478752249632848,31,True,48.233932,1.704452067917338,0.005854939811632332,0.029845528,70,15,0.053701337,0,73,False,591,468253.08951147046,304.3621648567909,1538.4734,11.512164,68,304461.0057531188,266.50653794046497,1142.4148,11.642559,69,243993.2568053408,164.7229472285759,1481.2341,11.293475,1.1712774,0,0.34908390000000006,0.13039494,0.21868896,-18.003707672135967,1.5499770852814092,17,6500.0,3.5,0.0,NOT_AVAILABLE,71.10180228651951,-9.088058698616187,324.04638670594954,44.1215483749261,100001,7857.6665,7662.6665,8034.3335,0.3087,0.0315,0.677,0.16699999999999998,0.0179,0.336,200111,1.5851823,1.5162356000000001,1.6668884999999998,8.630332000000001,8.282305000000001,8.978359,-8084.40633677,630.64847362,-80.3268716187,23.0337140444,207.339568805,-1.85890607411,208.61507322102494,8108.966846358357
266569,1635721458409799680,Gaia DR2 1857623284525392768,1857623284525392768,342922545,2015.5,309.5236351973232,0.01830673379346596,29.1190423531431,0.023149865810060732,1.3903055968997493,0.03186239942096041,43.634679999999996,-2.0197492092831766,0.04340294788594165,-9.235689404294684,0.047433113684501337,-0.46257433,-0.093794264,-0.14185682,0.22470939,0.15324767,0.21938585,-0.3119539,-0.045776382000000004,-0.066476695,-0.44177243,399,399,387,12,10.113254,734.2341,0.0,0.0,31,False,357.83286,1.6959770818537672,0.005149357886908021,0.060998905,46,16,0.038401105,0,48,False,392,360874.5537221412,124.92025293870752,2888.8394,11.794975,41,229231.3407879464,514.4408955094672,445.59314000000006,11.950704,43,203242.7189302902,499.3811661845817,406.98917,11.491882,1.1984055,0,0.4588213,0.15572834,0.30309296,23.99579955588481,7.203566555730133,11,6500.0,3.5,0.0,NOT_AVAILABLE,71.01853237900946,-7.297353509977863,322.62411063106134,45.603907161001345,100001,7717.6665,7304.43,8127.0,,,,,,,200111,1.5283309999999999,1.3782530000000002,1.7061483,7.465753599999999,7.197008,7.7344990000000005,-8068.19852174,674.646277762,-65.1134148543,46.0080129942,243.598871278,-9.09891487952,247.9055210103146,8096.355660805042
266608,1635721458409799680,Gaia DR2 1857639807259545984,1857639807259545984,355142173,2015.5,309.89389231888333,0.015697512236444694,29.251888770706138,0.020093501033575642,1.2092637343671218,0.027836451138942755,43.441734000000004,2.7925897550782803,0.036092789655101966,-5.237868792791853,0.03713028537276854,-0.33842018,0.06769425400000001,-0.20607574,0.17260593,0.15646309,0.13941093,-0.4023786,-0.17966132,0.00019759715,-0.35846454,439,439,430,9,12.41372,898.27484,0.0,0.0,31,True,362.21152,1.6842436667301812,0.005143006306659599,0.032817576,50,17,0.03166108,0,51,True,425,289376.20014190034,59.43767829334652,4868.565,12.034709,46,182071.02743974977,207.44491533681784,877.6837,12.200786,47,160703.44050983887,92.16762854615915,1743.5996,11.746857,1.1845288,0,0.45392895,0.16607666,0.28785229999999995,8.085757808099398,1.6895216871002352,12,6500.0,3.5,0.0,NOT_AVAILABLE,71.32106499420688,-7.476592249835608,323.1235960986056,45.610250916374845,100001,7720.3335,7464.0,8007.0,0.529,0.0727,0.9963,0.3022,0.0453,0.5153,200111,1.5725408,1.4619563,1.6824058000000002,7.914851700000001,7.615119,8.214584,-8037.71564061,776.732080208,-81.4557304475,22.0409807757,234.08360735,-14.7438261599,235.11899128647227,8075.158539855953
266760,1635721458409799680,Gaia DR2 1857694198719851008,1857694198719851008,573737703,2015.5,309.0784854342513,0.02735658897870312,29.456047485007772,0.033519145181572334,1.401531727736347,0.046821289624246885,29.933640999999998,4.773202083531087,0.06834574881899139,-1.5392123160594058,0.07412813864142538,-0.40633896,-0.075637154,-0.16671497,0.11375012,0.14547455,0.08944863,-0.18044999,-0.09724245,-0.09009366,-0.41522524,327,327,311,16,21.071194000000002,1177.6571,0.12326679008698192,6.842025512876668,31,False,50.647667,1.7074815597671589,0.007296565067080489,0.064430244,38,14,0.05234626,0,40,False,334,429412.7121124008,321.38524218687013,1336.1307,11.606178,37,277472.14345135074,339.04484466191434,818.3936,11.74334,38,232784.89156042656,186.51820180203944,1248.0546,11.344533,1.1882671999999999,0,0.39880657,0.13716125,0.26164532,-0.4082280305395587,1.3984742127738423,12,6500.0,3.5,0.0,NOT_AVAILABLE,71.05800658693703,-6.784738881854147,322.279494615638,46.05849756845365,100001,8174.3335,7703.0,8471.5,0.83,0.75,0.9255,0.41100000000000003,0.35600000000000004,0.4443,0,,,,,,,-8070.24139887,670.140981352,-58.039520086,5.18030972873,231.817307516,-8.64649814018,231.87518123485273,8098.017360501103
266894,1635721458409799680,Gaia DR2 1857731964375769600,1857731964375769600,265148320,2015.5,309.24157809242314,0.041063870903513496,29.83607690573557,0.034731741871649686,1.4880653196360087,0.05271902259261582,28.226345000000002,2.062949034392325,0.0861661440262067,-4.478051748633648,0.06599080677470136,-0.21485984,0.36317492,-0.5976670000000001,0.08548386,0.039561782000000004,0.061009623,-0.27647796,-0.34245190000000003,0.019119024,-0.21601610000000002,344,344,332,12,30.998116999999997,1930.6876,0.18658822960897936,16.770236260551716,31,True,23.51524,1.7245532956463416,0.009541534468449329,0.09606983,39,14,0.056399323,0,42,True,326,703528.0873664994,386.3238540840151,1821.0837,11.070162,37,469141.01107931155,466.66258358011964,1005.311,11.17313,35,349859.2715012716,229.93003634504532,1521.5901,10.902186,1.1641331,1,0.27094364,0.10296822,0.16797543,-16.18878120647549,7.6344147532204785,8,6500.0,3.5,0.0,NOT_AVAILABLE,71.45042304170222,-6.672325644512959,322.669689430382,46.36115612311783,100002,8263.25,6722.5,8998.0,0.514,0.305,0.7178,0.2507,0.1295,0.3496,0,,,,,,,-8087.87419497,632.786344487,-51.7710188318,12.5780271053,213.081761185,-4.56309373132,213.4526732453694,8112.590680629782
267417,1635721458409799680,Gaia DR2 1857909776023634048,1857909776023634048,1621743109,2015.5,312.85336572972636,0.02056110236483128,28.53357397609784,0.0284897556516086,1.087647861439073,0.03075170380915144,35.368702,-2.4689927125387032,0.045850933355884964,-10.411556463117618,0.0510592302191041,-0.06907644,0.26963955,-0.417437,-0.022535125,-0.08862956599999999,-0.05719846,-0.64483225,-0.21427083,0.11987406,-0.17974645,289,289,280,9,10.876237,615.91754,0.0,0.0,31,False,384.21436,1.6982048193197883,0.006220571326965104,0.06902628400000001,33,15,0.039871987000000005,0,34,False,296,313989.12468470866,189.47445851561028,1657.1581,11.946079,33,201645.14663108086,381.75637129919016,528.20374,12.089919,32,169385.45247699955,214.31141872856003,790.37067,11.68973,1.1816671,0,0.40018940000000003,0.14383984,0.25634956,-25.896701293397665,7.152778446726651,8,6500.0,3.5,0.0,NOT_AVAILABLE,72.34946298254043,-9.965793300059753,326.14058629164526,43.9831167749547,100001,7769.75,7714.5,7901.6665,0.797,0.523,0.9811,0.381,0.3009,0.4931,200111,1.8014866999999999,1.7418381,1.8273830000000002,10.655775,10.176861,11.134689,-8025.90422027,862.912725368,-133.004858474,42.501964935,191.865801785,-7.89842141771,196.51692781498926,8072.159371846542
267810,1635721458409799680,Gaia DR2 1858027900499969408,1858027900499969408,683567995,2015.5,311.7994917780302,0.01788540160324225,28.26732722791065,0.020807251176058705,1.2841523115721936,0.030657356284779988,41.88725,-1.6781800179713873,0.0411801224906346,-5.754790488069898,0.03871577373099451,-0.5720746999999999,0.0019281149,-0.010752291,0.20596427,0.006787923,0.17011455,-0.3453387,-0.28574854,0.17236035,-0.5021933,493,493,483,10,11.36886,921.6915,0.0,0.0,31,False,316.65607,1.7025946066630695,0.004949476066504739,0.043683793,55,15,0.035036538,0,55,False,478,230306.65847887855,54.64916602947337,4214.276,12.282599000000001,50,145659.60697680849,164.07812145714416,887.7455,12.44304,50,127865.78406803314,103.31795304897777,1237.595,11.995034,1.1876574,0,0.44800568,0.16044044,0.28756523,3.3721219257923534,4.868588714899374,5,6500.0,3.5,0.0,NOT_AVAILABLE,71.55581879569606,-9.401675549979947,324.80600316934516,44.08139992373985,100001,7546.25,7141.44,7829.61,0.3628,0.2019,0.7779,0.17800000000000002,0.0925,0.3841,200111,1.3751267,1.2773938999999999,1.5354424,5.5246515,5.3147883,5.7345147,-8057.30670355,728.799609801,-100.996884708,31.2202193647,227.62402341,-1.40579546857,229.75508292600614,8090.200256252819
268511,1635721458409799680,Gaia DR2 1858241038269175552,1858241038269175552,448188726,2015.5,311.93351600977286,0.016676616608076,29.280182482625648,0.0223767330796002,0.7716798314311976,0.031491359467963186,24.504494,-4.2332500558246275,0.042785593211809,-8.16710761390705,0.041716294186009015,-0.47696640000000007,-0.006882404,0.08429082,0.2039275,0.09845620000000001,0.21253455,-0.3720783,-0.16667162,0.06014025,-0.46285298,472,472,472,0,10.423148,862.4596,0.0,0.0,31,True,248.95354,1.6891372685371595,0.004482204389213931,0.06627714,54,17,0.036036167,0,55,True,479,180955.9771220232,36.67761160490455,4933.6904,12.544433999999999,54,112847.76061132384,118.74571881822088,950.3312,12.720156,53,102364.13900229595,65.61886099494464,1559.9805,12.23655,1.1893053,0,0.48360538,0.17572212,0.30788326,14.030994626969063,1.968525818761503,16,6500.0,3.5,0.0,NOT_AVAILABLE,72.43777305912681,-8.871156725577485,325.4880768300046,44.97764970597175,100001,7577.5,7379.0,7787.0,,,,,,,200111,2.0134766,1.9065936999999997,2.1232615000000004,12.041808,11.266943,12.816673,-7914.26551337,1220.69404987,-174.0940462,67.6997263055,227.161958291,-5.43639635825,237.0354577615449,8007.851932914595
270235,1635721458409799680,Gaia DR2 1858767188937278976,1858767188937278976,1682232134,2015.5,314.2624989744313,0.014919450253921116,30.71760375452048,0.020052962414882733,1.109831385156535,0.028200010058333,39.355709999999995,7.134498224230462,0.03575773949251373,1.1602630873877515,0.039651570286264,-0.47173408,-0.018544652,0.08780759,0.06494252,0.03573282,0.046275448,-0.30492565,-0.29427502,0.19466984,-0.4917142,514,514,495,19,17.794086,1283.5251,0.0,0.0,31,False,368.97964,1.69369547285144,0.004194462167987952,0.044579774,59,16,0.033776782000000005,0,60,True,477,337158.866653194,72.40127908942094,4656.808,11.868779,57,215956.70873843934,198.84498676517262,1086.0555,12.015471,55,183235.3435964241,122.69305453007036,1493.4451,11.604397,1.1839879999999998,0,0.41107464,0.14669228,0.26438236,-8.415109322509165,1.9674127872710696,16,6500.0,3.5,0.0,NOT_AVAILABLE,74.85333073242599,-9.540739441813603,328.91939228892664,45.52497430992993,100001,8046.0,7710.5,8146.0,0.9079999999999999,0.6259,1.0751,0.45899999999999996,0.319,0.5371,0,,,,,,,-8068.26582094,857.705673079,-123.09886459,-14.4516378595,227.054953186,-11.3042936135,227.51439867198042,8113.727403543218
271300,1635721458409799680,Gaia DR2 1859056532293869952,1859056532293869952,572312027,2015.5,311.73974412251175,0.01756972732494651,29.93494754592163,0.019979002016646468,1.4126213311121807,0.02989973715493944,47.245277,2.106287077869515,0.04121961720249765,-4.1365473556735335,0.03930318971377753,-0.313183,0.16506597,0.09137529,0.16555063,0.06348582,0.12117737,-0.27555250000000003,-0.13333844,0.16582929999999999,-0.27652305,446,446,421,25,16.939909,1119.6053,0.04899878706185134,1.3345275351083783,31,True,178.89761000000001,1.7044195529300559,0.0050316610216562425,0.038749207,50,17,0.032512344,0,50,True,417,352573.67220252584,125.8411455520076,2801.736,11.820241000000001,44,231032.7269244809,205.2174016154161,1125.795,11.942203999999998,43,184251.68784273547,145.22114168319004,1268.7662,11.598392,1.1778656,0,0.34381294,0.1219635,0.22184944,5.358058838984932,5.427704977361131,15,6500.0,3.5,0.0,NOT_AVAILABLE,72.85420034701136,-8.334901977258536,325.61750905210124,45.647585973770646,100001,8140.0,7959.0,8302.5,0.3095,0.0553,0.5707,0.1782,0.0319,0.271,0,,,,,,,-8093.80153367,669.298067879,-76.2868791239,18.2972209661,233.410727037,-7.52133395061,234.12679426085595,8121.427409638968
273165,1635721458409799680,Gaia DR2 1859577593419876224,1859577593419876224,831609523,2015.5,313.16010107081865,0.0180840438727292,31.1148014216472,0.023412920496733425,0.9666342300926576,0.031927921953092755,30.275513,0.6657187513741818,0.04042146019766927,-7.013688865942105,0.04491849163400842,-0.33183712,0.051426128,-0.058138065,0.12687314,0.1799691,0.09824038,-0.42506486,-0.15203086,0.09662284,-0.38232717,361,361,360,1,12.272074,791.5396,0.0,0.0,31,False,249.66365,1.7372139394519464,0.0054449816165830145,0.07413568,41,17,0.03560401,0,42,True,369,188175.08249451392,61.66328664291912,3051.655,12.501961,41,124503.82947811695,167.80039753481554,741.97577,12.613431,39,97768.24263381642,153.56484080305242,636.6577,12.286425999999999,1.1811982,0,0.3270054,0.11147022,0.21553516,-26.409819418978444,7.149220161687128,3,6500.0,3.5,-1.5,NOT_AVAILABLE,74.55773262758414,-8.557370019125585,327.89633648108367,46.26340272791585,100001,8249.0,8081.0,8503.0,0.541,0.3339,0.6561,0.2685,0.1735,0.3353,0,,,,,,,-8028.06569036,986.069475118,-127.819261406,26.9047319701,197.028461526,-12.7891657521,198.85693162137449,8088.397352905999
273536,1635721458409799680,Gaia DR2 1859664905824414464,1859664905824414464,222324391,2015.5,312.5851433970279,0.01716757343021021,31.565902918556453,0.02222844408023829,0.8585061483576779,0.032100187299553086,26.744583000000002,0.21345165113470368,0.03906854396756363,-2.29514228698148,0.04254327107459932,-0.31732452,-0.070141114,0.09794637,0.010644812,0.2602909,-0.058920216,-0.22060022,-0.16145225,0.27456176,-0.24889815,351,282,346,5,7.086058,560.61743,0.0,0.0,31,True,191.68327,1.6937405610826402,0.0051868061340274605,0.03985469,40,15,0.034164246,0,42,False,354,143182.81914094932,29.93143468850854,4783.694,12.798638,41,89534.65686960299,99.49593323127337,899.8825699999999,12.97141,39,80528.35052470185,51.7492989613824,1556.1245,12.497048,1.1877333,0,0.47436142,0.17277145,0.30158997,-29.265652922757944,17.48835667056642,7,6500.0,3.5,-1.5,NOT_AVAILABLE,74.6013170202188,-7.891956128966459,327.49802131797793,46.871391312718295,100001,7547.5,7338.3335,7654.0,0.8909999999999999,0.6409,1.158,0.478,0.3496,0.5760000000000001,200111,1.6213583999999999,1.5765523000000001,1.7151037,7.685378599999999,7.20649,8.164268,-7994.10859508,1112.36273746,-133.929054847,11.8873804644,200.691179101,2.50336466215,201.0429287077117,8071.128984821297
273628,1635721458409799680,Gaia DR2 1859687102216387968,1859687102216387968,523706501,2015.5,313.0528423708587,0.016866741832150374,31.84734411709805,0.0230168349449962,0.8479203683056575,0.03095852685777925,27.388912,-4.522022561560969,0.03595571303545785,-8.317844989304428,0.04095156528700161,-0.37700883,0.026825802000000003,-0.11052073,0.08659139,0.23327042,0.022838756,-0.31073558,-0.17749658,-0.0040392396,-0.35716423,370,352,368,2,7.4799857,603.20905,0.0,0.0,31,True,221.43044,1.7025742427537658,0.005347214877451964,0.01493006,42,16,0.03240702,0,44,False,379,161262.02601712302,29.18990923271172,5524.581,12.669536,42,101097.35822318263,79.34550547117743,1274.141,12.839539,40,89834.37265459963,83.80946371634185,1071.8882,12.378314,1.1839844,0,0.46122456,0.17000294,0.29122162,29.439019293295893,9.068479975776247,13,6500.0,3.5,0.0,NOT_AVAILABLE,75.07470052926033,-8.025120601574178,328.19612641602333,46.97233675328205,100001,7544.3335,7210.0,7661.0,0.9308,0.7170000000000001,1.0437,0.4632,0.35600000000000004,0.5271,200111,1.7434717,1.6907747,1.908913,8.871724,8.350517,9.392930999999999,-7999.71246539,1128.40760501,-138.622141335,68.5056438248,245.701902431,-6.59412495309,255.07341706695564,8078.904829982344
273681,1635721458409799680,Gaia DR2 1859697822454933376,1859697822454933376,1159617698,2015.5,312.81615340422934,0.014159896805113563,31.81764941130496,0.019455362519336303,0.7037607071806219,0.02474961352463944,28.43522,-1.6173021526242721,0.03218702105932812,-3.9557227135059776,0.03921299506353605,-0.29617459999999995,0.08106558,-0.059752587,0.07271842,0.029712962000000002,0.057778656,-0.35416633,-0.10648973,0.0738217,-0.3085243,420,420,415,5,10.730872,799.4051,0.0,0.0,31,False,314.57895,1.7020782250105109,0.004799215774526371,0.042702965,48,17,0.03207771,0,50,True,422,230924.10504127532,40.68664858587507,5675.673000000001,12.279693,48,146581.4925733462,137.61176274671246,1065.1814,12.436191,46,126965.26523585572,86.77188882007387,1463.2074,12.002707000000001,1.1845742,0,0.43348312,0.15649796,0.27698517,10.78973434989312,10.11397583862856,12,6500.0,3.5,0.0,NOT_AVAILABLE,74.92373178640133,-7.887411322155716,327.9082494727238,47.02497459002871,100001,7773.0,7542.0933,8123.0,0.8525,0.4429,1.193,0.38299999999999995,0.2485,0.5684,200111,2.3859656000000005,2.1847844,2.5342982000000003,18.723097,17.59307,19.853125,-7934.49503956,1359.04958914,-169.17823356,40.1851850552,234.293516727,-2.49218825761,237.71474728781985,8050.04517493988
274090,1635721458409799680,Gaia DR2 1859810556755163264,1859810556755163264,1215524551,2015.5,311.1108166153861,0.019316444309622538,31.695750156062626,0.02431261959760947,0.9727847847387372,0.031690701120805534,30.696222,0.3620801112788123,0.04385978856149878,-2.9022005112655003,0.0450473133137558,-0.17858203,0.063876994,-0.063477084,0.028163174,0.15930596,0.004639107,-0.35952199,-0.16864161,-0.0067312019999999995,-0.23076022,405,405,398,7,17.925644000000002,1138.8589,0.0,0.0,31,False,79.024475,1.7157100678512396,0.006059622562871405,0.055155437,46,17,0.03453111,0,49,True,406,13678686.10860057,21792.587840782842,627.6761,7.848254700000001,47,9017086.189520322,38762.579900580764,232.62347000000003,7.9637227,47,6886251.194420737,36576.35901172176,188.27055,7.666962599999999,1.1626363000000002,0,0.29676008,0.11546803,0.18129206,85.86722600574355,6.870781746560856,29,6750.0,4.5,0.0,NOT_AVAILABLE,73.91988004792354,-6.82616577605492,325.8723660274776,47.48100726421218,100001,7840.0,7625.3335,8135.0,1.0503,0.8429,1.1721,0.5243,0.4504,0.5821,200111,13.095407000000002,12.162868,13.843101999999998,583.7098,553.7745,613.6451,-8017.64215098,980.755410991,-96.0998231906,44.0069579218,310.21949806,-13.0635307433,313.325309099688,8077.40470927406
275151,1635721458409799680,Gaia DR2 1860124261171159296,1860124261171159296,1090017221,2015.5,306.46236782519355,0.0196838092651553,28.456371527771694,0.022251700237688358,1.4546607012854529,0.03132060646446471,46.444206,0.15174739662383585,0.04544061585633085,-8.304951296862724,0.04679663629654398,-0.3602485,-0.021853529,-0.32617772,0.12504828,0.22720686,0.12066413,-0.10997106,0.030516082000000003,-0.24565598,-0.3795235,371,371,356,15,14.724936999999999,902.29095,0.0,0.0,31,False,360.81186,1.7243398726617636,0.0057575356372909,-0.016907338,42,16,0.038035907,0,46,False,371,418811.3144645934,124.51457764500209,3363.5525,11.63332,41,273214.91183830483,349.32787854625053,782.1159700000001,11.760127,40,217796.66679343075,176.20874482743943,1236.0151,11.416792,1.1723933000000002,0,0.34333515,0.12680721,0.21652794,2.1150851958041117,5.876694000719375,8,6000.0,3.5,0.0,NOT_AVAILABLE,68.89748296445822,-5.51013063627985,318.6892083663652,45.9250093759616,100001,7863.6665,7723.0,8265.5,,,,,,,200111,1.5247648999999999,1.3801135,1.5808147,8.009416,7.736985000000001,8.281846,-8053.80879458,638.380263862,-39.809507468,31.6779797205,224.896277501,-8.86865558375,227.11633590024567,8079.069591291953
275272,1635721458409799680,Gaia DR2 1860168963185248128,1860168963185248128,1684099284,2015.5,307.49565671328094,0.026435252836313004,28.500174145635746,0.02897623079288722,1.6172949076617409,0.03923533641239775,41.220364000000004,-15.048296383053568,0.060452901828251825,-10.98857570288503,0.05700620150586678,-0.2969063,-0.026834121000000002,-0.2216289,0.15211158,0.19158222,0.1454951,-0.21480979,-0.049928482999999996,-0.06810642,-0.27069443,420,420,394,26,29.134797999999996,1896.9738,0.17077410625656772,14.902615498758898,31,False,28.318913000000002,1.7165286219969993,0.006759341575895304,0.047091443,48,17,0.043416254,0,53,False,415,526864.529582629,295.2517296165932,1784.4587,11.384117999999999,46,342507.51370954374,325.9146450555869,1050.9117,11.514713,46,275440.2261472159,139.5051470616963,1974.4089999999999,11.161852,1.1728778999999998,0,0.3528614,0.1305952,0.22226620000000002,5.006503281930574,4.37708207649725,14,6500.0,3.5,0.0,NOT_AVAILABLE,69.46050009812252,-6.226494548071242,319.9342409820046,45.654492805753776,100001,7869.0,7668.6665,7994.5,0.6463,0.474,0.784,0.3148,0.2249,0.3604,200111,1.5365004999999998,1.4886383,1.6178268999999998,8.155269,7.8643293000000005,8.446208,-8084.51634792,575.594668137,-40.7620489196,62.1028977278,220.454767727,23.615071617,229.03509451528979,8104.980802065414
276991,1635721458409799680,Gaia DR2 1860845231551864064,1860845231551864064,230080054,2015.5,307.40004719299685,0.022435661451124075,29.665394302154866,0.02472471535048292,3.3567366882152467,0.03354723098087958,100.06002,5.266290789612478,0.0506599607239367,-9.513136515832278,0.05129937998204873,-0.1819148,0.18804918,-0.31920162,0.038154956000000004,0.008997567,0.025409449,-0.22515948,-0.167985,0.03946593,-0.1677004,317,317,308,9,17.724434,980.8113,0.0,1.064552856689139,31,True,226.793,1.6804275373134423,0.006860113075613057,0.09053543,36,17,0.037827282999999996,0,42,True,332,3936221.4409816177,1039.911866826491,3785.1492,9.200667,39,2540430.330029142,2645.293268577107,960.35864,9.33912,39,2031617.73194204,1810.8393719175292,1121.9204,8.992315,1.1615323,1,0.34680462,0.13845253,0.20835209,-20.129138027565187,1.9106644831485344,9,6500.0,3.5,0.0,NOT_AVAILABLE,70.36457710354176,-5.480922558046763,320.4097900800423,46.775409636464936,100002,7695.0,7523.596,8021.267,0.7390000000000001,0.55,0.922,0.3758,0.3015,0.4601,200111,2.1012444,1.9337837,2.198077,13.947051,13.731775,14.162327,-8200.39926426,279.302117133,-1.77797446581,10.0988532199,209.903101672,-4.62627071977,210.14589914632344,8205.154341385727
277456,1635721458409799680,Gaia DR2 1861040115687609984,1861040115687609984,318343734,2015.5,308.34766901568617,0.01924981515714761,30.89967339015924,0.02432000154391922,1.530198924624722,0.03393840145822588,45.087536,-6.168459899432987,0.04379351410484853,-12.923002990705907,0.05093316545822559,-0.26860747,-0.098732,-0.04890807,-0.0035651196,0.24644664,-0.054493118,-0.18822554,-0.22834994,0.016109869,-0.2952309,330,330,319,11,10.037332000000001,637.6087,0.0,0.0,31,True,363.69858,1.700088641264971,0.005735416823681121,0.03812555,38,16,0.037028126,0,39,False,334,278469.0667770651,97.55807198457927,2854.3928,12.076424000000001,38,176257.01662778555,234.0299080150152,753.13885,12.236022,36,154776.3728994411,140.0506572485148,1105.1456,11.787659,1.1887618,0,0.44836329999999996,0.15959835,0.28876495,33.07848666937532,8.832272321921925,13,6500.0,3.5,0.0,NOT_AVAILABLE,71.85094888650728,-5.42036290142204,322.1869191062055,47.63302442691132,100001,7678.25,7421.3335,7835.0,0.099,0.0239,0.2507,0.0587,0.0059,0.1631,200111,1.2306561000000003,1.1819066999999999,1.3173382,4.7426066,4.580776,4.904437000000001,-8097.50580442,618.220415775,-35.3896324528,62.5026794043,249.215379947,-4.22790185455,256.93363060289516,8121.071156877138
