,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,x,y,z,v_x,v_y,v_z,v_r,r
688780,1635721458409799680,Gaia DR2 2045138837943971840,2045138837943971840,898163289,2015.5,292.4455436037108,0.020220832931504663,32.10625561620998,0.02554901224371897,1.0181915837838085,0.02833306374958317,35.936516,-2.760608435517102,0.04506647910634955,-4.8260142287591705,0.05257951862426531,0.03817576,-0.047411735999999996,-0.12820023,-0.028961016000000003,0.20333682,-0.05535235,-0.30842270000000005,-0.17315681,-0.14294082,-0.03490249,208,208,207,1,7.487188000000001,391.9182,0.0,0.0,31,True,372.1249,1.6979044656001814,0.00619837557108742,0.027487546,24,16,0.038511325,0,25,False,215,307117.63081589673,58.829065241537705,5220.5083,11.970104,20,194316.99201420293,275.05293378938467,706.47125,12.130111999999999,20,168182.52072547266,136.20738030654636,1234.7534,11.697467999999999,1.1803278999999998,0,0.4326439,0.16000748,0.2726364,36.95375161187727,19.357196873277157,6,6500.0,3.5,0.0,NOT_AVAILABLE,65.68678363009482,6.7079777807014676,302.5400659713643,53.03950245079282,100001,7540.3335,7286.925,7735.0,0.597,0.3689,0.9241,0.292,0.1703,0.4461,200111,2.0055814,1.9059028999999998,2.1474984,11.71487,11.181902000000001,12.247839,-7897.98410848,888.898883567,140.416904165,49.7639982451,254.944658633,12.2715232036,259.7561057738713,7947.848400854354
688966,1635721458409799680,Gaia DR2 2045182543531162880,2045182543531162880,1192496888,2015.5,292.463008303596,0.0357261924578368,32.44483634089198,0.03490767638998325,1.2869457198488994,0.04499062445562416,28.604753000000002,0.6976663089702952,0.0683188437684233,-3.12801966155223,0.07956514255222198,-0.04337691,0.3061813,-0.13347037,-0.10522015,0.012629836,-0.041221972999999995,0.15764734,-0.23957048,-0.20426142,0.007870484,134,134,129,5,11.321218,399.92682,0.0,0.34784229149074397,31,False,310.87125,1.7578669441489063,0.010368263171746085,-0.058777300000000005,15,10,0.04985972,0,15,True,131,442184.0872279833,242.88286339093003,1820.5652,11.574358,12,300158.20888931036,590.4201251452845,508.3807,11.658012,12,216700.4124208044,718.2381217839555,301.7111,11.422271,1.1688764999999999,0,0.23574162,0.0836544,0.15208721,1.8424452935406592,9.740620303572557,4,6500.0,3.5,-1.5,NOT_AVAILABLE,65.99506131099243,6.853389939383924,302.7072792664556,53.36326594542621,100001,8606.0,8254.0,8871.01,0.4865,0.342,0.5911,0.2485,0.165,0.294,0,,,,,,,-7985.80513852,704.755924584,118.702814979,20.3966063815,231.092471375,-0.167092750452,231.990844384108,8016.842559493821
689135,1635721458409799680,Gaia DR2 2045215082207270400,2045215082207270400,783752696,2015.5,293.72264034623856,0.020318793652263453,31.610872472722463,0.02366167596283605,1.0062849512289505,0.0290041966065006,34.69446,-3.5193620163590564,0.043592674563734994,-3.262342924127875,0.046964886078669874,-0.12295693,-0.13630479999999998,-0.07298482,-0.04521014,0.22894572,-0.0979428,-0.14475547,-0.172191,-0.081952475,-0.08426444,237,237,234,3,10.177918,522.02,0.0,0.0,31,True,365.27637000000004,1.706649473839127,0.006353401824548983,-0.06860799,27,16,0.033999797000000005,0,29,False,247,318619.09344906,76.93125131942134,4141.608,11.930186,27,208135.08855412452,304.32487968495917,683.924,12.055525,26,166871.87601979295,113.73490075848228,1467.2003,11.705962,1.1769758,0,0.34956264,0.12533855,0.22422409,4.001527160490856,16.34334582469976,5,6500.0,3.5,0.0,NOT_AVAILABLE,65.76431890459142,5.518011192856316,304.05837084909126,52.281869494441,100001,8046.75,7775.0,8239.5,,,,,,,0,,,,,,,-7893.60991507,901.96978099,121.238628404,32.0141829755,226.444266079,14.7385805022,228.69611617116476,7944.974951325014
689196,1635721458409799680,Gaia DR2 2045226287805157504,2045226287805157504,227278081,2015.5,293.9867546527061,0.015782416964539085,31.899995210313342,0.02057478501868193,0.7182599026772406,0.022070909202025063,32.543285,1.211087612114,0.034191057064788234,-0.2883054126113539,0.04032744310573809,-0.044380300000000004,0.038240794,-0.21779050000000003,-0.040755738,0.09885563,-0.05971124,-0.2879875,-0.09420721,0.022126416,-0.014422214,301,301,299,2,10.865258,642.88385,0.0,3.295616782295659e-15,31,False,291.72263,1.7075027534873628,0.005024782693943997,0.07337339999999999,34,17,0.032260727,0,36,True,318,214345.37360945254,33.497779571874254,6398.7935,12.36058,33,136759.0142827298,147.6373693328941,926.3171,12.511498,32,116042.5473825763,71.83931969619675,1615.3069,12.100377,1.1794122,1,0.41112137,0.150918,0.26020336,-3.862086360375287,14.591019326353962,8,6500.0,3.5,0.0,NOT_AVAILABLE,66.12736904122094,5.459470356832196,304.5382486282852,52.501565478303,100002,7725.3335,7349.39,7890.0,0.7959999999999999,0.4289,1.084,0.4133,0.21100000000000002,0.542,200111,2.2760613,2.1820486,2.5148716,16.623848000000002,15.708772,17.538925,-7738.63146698,1267.36678401,157.638610835,7.83993128096,230.291258349,-0.996235281957,230.4246692401145,7841.724016239756
690061,1635721458409799680,Gaia DR2 2045380283828991488,2045380283828991488,1342424871,2015.5,295.01679534117375,0.017170685920356223,32.6850489033949,0.020405138980640503,1.3847210708580189,0.023805034726003368,58.16925,0.6005956238593524,0.03802962946920972,-10.138201187922077,0.0386274274378915,-0.06327392,-0.09509006,-0.08605988,-0.06827721,0.26948407,-0.14996494,-0.24071604,-0.21329515,-0.15560497,0.015899716,301,301,297,4,12.377934,703.69556,0.0,0.0,31,True,340.05978,1.6999005876748576,0.0053052898288760255,0.0707088,34,17,0.030496614,0,36,False,302,363290.9909119339,100.5033706200315,3614.7146,11.787728999999999,31,233202.5059611732,286.29525688066417,814.5525,11.932055,32,195115.2600454621,127.64052919645924,1528.631,11.536192,1.1789936,0,0.39586353,0.14432621,0.25153732,24.781313222728098,8.447333894558962,5,6000.0,3.5,0.0,NOT_AVAILABLE,67.24023040560975,5.076813527967004,306.27633468540927,53.019504723196704,100001,7620.0,7470.3335,7795.5,0.762,0.5444,0.914,0.3775,0.2879,0.452,200111,1.5741826,1.5041014,1.6378913,7.527050999999999,7.3017487999999995,7.752353,-8021.46175599,663.322755709,90.0011997611,48.2674486107,245.186902382,-9.29967682523,249.89270436569709,8048.84126946626
690424,1635721458409799680,Gaia DR2 2045432274441181696,2045432274441181696,1493036289,2015.5,293.96471341956817,0.017792623195306553,32.8459218534295,0.024577331317263543,0.8859484400214201,0.026258871706346703,33.739014000000005,-0.9338979763920456,0.03838721191566837,-4.808910674840302,0.04837802800891005,-0.061589435,-0.08530635,-0.00026435925999999997,-0.07624007,0.20695737,-0.12249697,-0.27982366,-0.21971293,-0.013520572,-0.046801300000000004,227,168,225,2,9.200324,473.8058,0.0,0.0,31,False,181.73592,1.6979312878302948,0.005960129034491384,0.046406935999999996,26,17,0.039283622000000004,0,28,False,232,139177.78409016848,30.60290341920655,4547.8623,12.829441000000001,26,87931.47210321897,124.58180539311435,705.8131,12.991027,26,76363.46115031253,89.69370808782135,851.3804,12.554706,1.1804681000000001,0,0.43632126,0.16158581,0.27473545,-10.605601269965842,7.692093338738768,6,5500.0,4.5,0.0,NOT_AVAILABLE,66.95268850759801,5.929237775582505,304.92990239382857,53.417792285248595,100001,7716.0,7464.0,8329.25,0.7659999999999999,0.374,0.9525,0.369,0.2147,0.4825,200111,1.4900042,1.2786748,1.5923139,7.0898747,6.7076826,7.472067,-7860.05317095,1033.08344284,142.170080534,30.251517997,213.505632871,-1.79354058052,215.6381450689647,7927.653956248608
691087,1635721458409799680,Gaia DR2 2045545695924671744,2045545695924671744,922727639,2015.5,293.5207326308724,0.01753136304992959,33.00892695542396,0.0239629831055632,0.6791591995092557,0.02447817087593173,27.745503999999997,-1.6732965687139325,0.03824339411626886,-3.90865610244296,0.0460044817918361,0.02345197,-0.0035633640000000003,-0.13393345,-0.009054631,0.17583579,-0.032913484,-0.32541853,-0.14015563,0.025034123999999998,0.019473663000000002,248,248,246,2,10.415476,548.4582,0.0,0.0,31,True,335.16626,1.6991855749600115,0.005600873506385186,0.049571287,29,16,0.035642598,0,30,False,252,255560.1182423011,56.774679803854006,4501.304,12.169633000000001,24,164096.74997196175,228.52044717893983,718.08344,12.313639,22,137572.67465673163,184.29619067355813,746.47595,11.915589,1.1804245,0,0.39804935,0.14400578,0.25404358,26.240747337074037,14.588485898320153,4,4500.0,3.0,0.0,NOT_AVAILABLE,66.91808850519652,6.334530189946934,304.3998676638666,53.67521325746056,100001,7755.25,7608.75,7840.25,,,,,,,200111,2.6110456,2.5547372999999998,2.7125607000000005,22.218098,20.838203,23.597992,-7725.70106484,1346.26496222,187.591334624,48.6308767888,244.917513186,7.35910804982,249.6989195856485,7842.122562918539
691854,1635721458409799680,Gaia DR2 2045690964579751680,2045690964579751680,1131035826,2015.5,293.5137798842421,0.0190191161274372,33.23772545281634,0.029336937455852995,1.0309091709671552,0.027491634758352868,37.499012,1.085887551679548,0.03891136198681068,-0.0472787935059135,0.054978917313755295,0.049708348,-0.07091,-0.05747911,-0.036986936,0.11042192,-0.035951417,-0.49046147,-0.20100868,0.07061369,0.0026965040999999998,209,209,209,0,7.844603500000001,405.96338,0.0,0.0,31,False,312.47592000000003,1.6939820993794141,0.006469442189932942,0.17525473,24,13,0.042091925,0,27,True,226,236584.59096906148,57.30612618871358,4128.4346,12.2534,25,151836.08112104546,243.4497164544839,623.6856,12.397950999999999,24,127823.12371892756,103.45716411125343,1235.5173,11.995397,1.1820686000000002,0,0.4025545,0.14455128,0.25800323,12.152228409255786,9.215303673857193,8,5000.0,3.0,0.0,NOT_AVAILABLE,67.11793289837196,6.448283451824696,304.4944177675834,53.8971644250551,100001,7708.0,7557.59,7798.0,0.872,0.74,0.9374,0.4245,0.3472,0.4703,200111,1.6724768,1.6340940000000002,1.7397099999999999,8.895732,8.503745,9.287719000000001,-7924.81189385,888.029870945,134.721186772,13.9747438234,244.677558073,4.13555633161,245.076316459886,7974.411614949421
692183,1635721458409799680,Gaia DR2 2045748792027139968,2045748792027139968,1139072261,2015.5,293.64841281842587,0.017351615723211755,33.914824031909504,0.022813081336380683,0.9682826059050564,0.02483216023140147,38.993088,1.0422178923451315,0.03761561876972682,-3.335685165968065,0.04220401736308894,-0.073105775,-0.07537202,-0.15600888,-0.028421111000000002,0.32740235,-0.05052115,-0.21509364,-0.052208908,-0.022387661,-0.06326968,259,259,258,1,11.414659,605.2312599999999,0.0,0.0,31,False,368.58994,1.7116132930412933,0.005566197618880572,-0.0071028746,29,16,0.032270223,0,31,False,271,314657.5715665355,58.89220857230809,5342.9404,11.943769999999999,30,202936.83621352984,254.0145546908693,798.91815,12.082986,30,167721.34125124145,121.83022876986273,1376.6808,11.700449,1.1779732,0,0.3825369,0.13921547,0.24332142,-0.4464570301864677,4.083981294164692,5,6500.0,3.5,-1.5,NOT_AVAILABLE,67.77143558679066,6.6708866252921535,304.99400544075536,54.518195061425686,100001,7942.0,7801.0,8361.0,0.772,0.5929,0.903,0.384,0.3149,0.452,200111,1.9539301,1.7630002,2.0252016,13.684607000000002,13.083039999999999,14.286173000000002,-7911.51819844,949.531225778,145.710225461,22.4951462311,228.624019151,-4.99747998375,229.72804299105545,7968.295285251036
692228,1635721458409799680,Gaia DR2 2045754225180894592,2045754225180894592,1227962908,2015.5,294.0544616943948,0.0274795453367536,34.035517282960484,0.032344103285693065,0.9074322761497262,0.03619946893151869,25.067558,1.1455026134374164,0.06169439794653803,-2.1918682153897344,0.05917445317230625,0.12338278,0.0010847846,-0.17595367,-0.09281292,0.26425132,-0.16864182,-0.2939993,-0.30031836,-0.09441976,0.12883039,219,219,210,9,17.527110999999998,802.4342,0.10234821361604986,4.439809460069845,31,True,65.55723,1.7116192925235474,0.007957632802040376,0.06785331,25,16,0.04402357,0,27,False,225,213925.0718829745,49.99254007256022,4279.1396,12.362712,24,137883.4836043473,309.4706539258323,445.54623,12.502607000000001,23,113534.8434167618,208.4879380813142,544.5631,12.124097,1.1752635,0,0.37851048,0.13989544,0.23861504,-2.5456660212113986,13.079219269586188,6,6500.0,3.5,-1.5,NOT_AVAILABLE,68.03963412780796,6.43222680846527,305.609203302178,54.54082181916149,100001,7924.3335,7591.25,8226.5,,,,,,,200111,1.7252595000000002,1.6008466000000001,1.8799804,10.574371000000001,9.938601,11.210142,-7890.03666421,1015.61750169,149.125153838,17.2473794638,228.314984291,-3.71388835216,228.96550864754678,7955.134032327947
692980,1635721458409799680,Gaia DR2 2045957153783489536,2045957153783489536,1180586253,2015.5,292.0279769035843,0.015888104457934163,32.788148405905034,0.0202433641362165,1.08193592288019,0.022568599595466633,47.93988,-1.9110935434624805,0.03257447077878185,-9.693469694448822,0.03987779342159988,-0.041667785,0.12897207,-0.15014067,-0.015711825,0.23077866,-0.05035313,-0.2250732,-0.12294839,0.02635683,-0.04972085,295,295,291,4,14.216238,777.2355,0.0,0.0,31,False,358.44302000000005,1.735035785475545,0.005423611365998279,-0.0038488946999999996,34,15,0.031445228,0,34,False,291,320315.9742689312,72.37833792377577,4425.5779999999995,11.924419,28,218387.27174234434,288.7233916329729,756.3893,12.00332,26,157331.49177098632,132.652706994738,1186.0405,11.769881,1.1729629,1,0.23343849,0.07890034,0.15453815,19.837104737573206,8.082027746165322,11,6500.0,3.5,-1.5,NOT_AVAILABLE,66.12916047884346,7.337561224557223,302.25696623035634,53.788285459841525,100002,8684.5,8538.25,9093.0,0.5332,0.381,0.6235,0.2582,0.184,0.3101,0,,,,,,,-7928.60672144,838.28525903,143.837254671,57.6236524627,234.868804137,-2.55331526679,241.83432444572225,7972.799177121475
693316,1635721458409799680,Gaia DR2 2046041369504666112,2046041369504666112,1249388290,2015.5,291.7781230838522,0.01837074991432706,33.46485492404694,0.024318006127352597,0.43991967105276203,0.02745670678000501,16.022303,-2.201714311022713,0.039432149262456216,-5.82620029756802,0.04527201005838537,-0.023849947000000003,0.06535887,-0.062405687,0.07269249,0.3433144,-0.022645682,-0.3141895,-0.27529258,-0.066519365,-0.02697952,264,264,253,11,12.119695,626.4479,0.0,0.0,31,True,287.7516,1.6702572988486264,0.006968730884196116,-0.0015120668,30,16,0.033746757,0,34,False,271,1067251.422455631,298.65495471697074,3573.5266,10.617699,27,671951.1964335254,586.5197517311744,1145.6582,10.783044,27,591072.1781368009,339.7973340872245,1739.4845,10.332819,1.1834357,0,0.45022488,0.16534519,0.28487968,22.507981318407627,1.0602471574669583,11,6250.0,4.5,0.0,NOT_AVAILABLE,66.63688907974309,7.835979297403615,302.2040569112914,54.49592458576323,100001,7583.6665,7521.0,7806.0,,,,,,,200111,8.565017999999998,8.084062,8.708343,218.60904,196.054,241.16407999999998,-7405.93823458,2067.28108847,334.012652479,81.5392313641,227.263599332,2.29102717545,241.448524188182,7689.055353758842
693900,1635721458409799680,Gaia DR2 2046223957148712704,2046223957148712704,1071775252,2015.5,291.33701252133966,0.2478525444736599,33.378902362593344,0.32792411474087635,0.5123555773537734,0.3357045764101945,1.5262097,0.4586211203695554,0.5260240427136021,-2.0013586682068274,0.6210657846487673,-0.22188739999999998,-0.096161194,0.14042968,-0.06341123,0.2800419,-0.14188181,-0.13003077,-0.22847062,-0.18490572,-0.17591688,239,239,180,59,99.732864,16513.664,1.7743052104737682,1292.2000566626016,31,True,0.30901355,1.8810585686045849,0.1381399732502085,-0.031645637000000004,25,13,0.31545937,0,28,False,223,560397.5783444543,456.8377954585259,1226.6884,11.317125,23,384451.9989911489,858.985751195262,447.56503,11.389283,23,268311.92484549765,242.012909672015,1108.6678,11.19032,1.1648228999999999,0,0.19896317,0.07215786,0.1268053,-3.2237329441885287,5.4445079809022445,7,6500.0,3.5,0.0,NOT_AVAILABLE,66.38908544481836,8.12357585928345,301.55319767489317,54.5054050458991,100001,8690.75,8494.0,9009.0,,,,,,,0,,,,,,,-7525.17636683,1770.43359075,300.286580265,23.7817575046,225.084234215,-5.36951496089,226.33710363592007,7730.634802598905
695346,1635721458409799680,Gaia DR2 2046548450526150784,2046548450526150784,1599171786,2015.5,292.9740834757907,0.11068417662260298,34.26205149496759,0.1458627556643162,1.4355297988374158,0.1513802513767941,9.48294,0.455798994401516,0.2440499752166403,-1.8419384724432697,0.29815635566560145,-0.057163517999999996,0.06430675,-0.140587,-0.16160975,0.29373790000000005,-0.16563277,0.027673319,0.02328797,-0.13294673,-0.17160183,236,236,235,1,88.01559,11982.649,0.7270102301967869,210.2595193479588,31,False,1.6917717,1.660881316845538,0.03038730780170773,0.07931763,27,16,0.15525949,0,28,False,245,211491.83441172747,64.72003174417989,3267.7957,12.375132,25,136073.96739102135,186.27807975379426,730.48834,12.516950999999999,26,114268.96688151176,100.36919888304668,1138.4865,12.117099000000001,1.1837002,0,0.3998518,0.141819,0.2580328,11.559753858422544,16.171175393486415,3,6000.0,3.5,0.0,NOT_AVAILABLE,67.81455059624108,7.327096697297457,304.2269867270878,55.0046073093281,100001,7892.75,7622.0,8126.5,0.10800000000000001,0.027000000000000003,0.262,0.044000000000000004,0.0089,0.1275,200111,1.0913697,1.0294886,1.1702826000000002,4.1643953,3.6569142,4.6718764,-8038.77329364,639.767138533,114.992996143,19.9440971451,241.587655703,4.5492814629,242.40949321142494,8064.191097568021
695347,1635721458409799680,Gaia DR2 2046548484885532288,2046548484885532288,33934479,2015.5,292.89926418903707,0.03197805044440713,34.18828378259084,0.040391640974786036,1.0727402128449,0.04243583690736147,25.27911,7.328227276380179,0.07074469462433165,11.327518228046515,0.08468940062006848,0.047767545999999994,0.09625948,-0.25450632,-0.09301152,0.23454951,-0.10114338,-0.33188695,-0.11216965,-0.10528018,-0.08641921,220,220,213,7,21.553423000000002,1028.097,0.16391627763743874,12.742975898347106,31,False,31.090953999999996,1.6756222427137721,0.009883413244557784,0.08306117,25,16,0.054773003,0,28,False,221,531813.5179497532,285.7964136072082,1860.8124,11.373967,24,349129.3160314157,478.7997153870397,729.1761,11.493922,24,273195.90418238804,253.38243557164031,1078.1959,11.170734,1.1701944,0,0.32318783,0.11995506,0.20323277,-43.998680544504396,1.3463211951446632,9,6500.0,3.5,-1.5,NOT_AVAILABLE,67.7196205922743,7.347196091909742,304.0884790712362,54.950291919853385,100001,8048.0,7897.0,8178.0,0.7290000000000001,0.4623,0.9515,0.363,0.2429,0.4809,0,,,,,,,-7949.04078465,855.511464673,145.071086525,-60.1872248163,214.991625958,-3.27979893203,223.25747750798314,7994.945231974433
695350,1635721458409799680,Gaia DR2 2046549477002786688,2046549477002786688,61623332,2015.5,292.9554762909986,0.02290058200905264,34.295729308930525,0.030818383058173162,1.3131826820070498,0.031115264585069687,42.203808,-0.8862564521110784,0.04794104241695669,-2.007139824492308,0.057607520068144374,0.057006374000000005,0.19096634,-0.2679841,-0.11993865,0.23878375,-0.15627903,-0.28098193,-0.18988074,-0.08210830000000001,-0.031884234,230,230,220,10,15.6979,730.9297,0.08600090589183468,3.3393575799302324,31,False,89.86099,1.7246826373891002,0.006828270675190936,0.061359397999999996,26,16,0.0409357,0,27,False,229,512589.78508043464,239.3152941780432,2141.9016,11.41394,23,339638.94287386077,421.9764597173556,804.8765,11.523845,24,260071.5367433216,254.4597792002152,1022.0536,11.224188,1.1699618,0,0.29965687,0.10990429,0.18975258,-48.49838892958546,1.4926101375442131,5,6500.0,3.5,0.0,NOT_AVAILABLE,67.83728435466955,7.356460085010458,304.21707264148154,55.04119000331127,100001,8086.0,7872.0,8586.25,0.5757,0.3686,0.6877,0.2962,0.217,0.371,0,,,,,,,-8014.73438561,699.440133482,123.579187908,0.27699161617,184.781690439,0.512103955355,184.781898046534,8045.1963165747975
696031,1635721458409799680,Gaia DR2 2046708463821939840,2046708463821939840,699500030,2015.5,291.4866546639549,0.019038154619642613,34.46613072062844,0.023619491294357656,0.7119358768453595,0.02653285050348094,26.832243,-0.5673907270048432,0.04091455867014053,-2.6623938385686983,0.04671116849431955,0.025957497000000003,-0.032687332,-0.10384966,-0.01722936,0.21969762,-0.03936804,-0.23215279,-0.11784823,-0.15628502,-0.05072271,220,220,220,0,4.421812999999999,319.4764,0.0,0.0,31,True,256.65805,1.7053800727907231,0.006500003957047593,-0.0036814124,25,15,0.034873962,0,26,False,226,186496.79664561152,40.66097785882913,4586.6284,12.511687,23,117531.6680008814,135.58418181045099,866.8538,12.676001,24,102690.59713633817,67.47792473733169,1521.8398,12.233092999999998,1.1808367,0,0.44290733,0.16431332,0.27859402,1.2137729935593953,2.6450108717534406,5,5500.0,3.5,-1.5,NOT_AVAILABLE,67.42375132068793,8.510037742819156,302.2430966899007,55.525723159749965,100001,7590.0,7449.1074,7982.25,0.8290000000000001,0.6232,1.002,0.39899999999999997,0.3349,0.5131,200111,2.2091155,1.997337,2.2934723,14.591457,13.681459,15.501454999999998,-7765.96751481,1282.70340075,233.126219841,27.9714443015,227.277519135,2.69513826687,228.99229768824173,7871.186661194082
696961,1635721458409799680,Gaia DR2 2046908952914452096,2046908952914452096,1300356872,2015.5,295.06659589486327,0.019544765225822085,33.168253820635194,0.02298386944289121,1.1621939556688743,0.027441692768647632,42.351395000000004,1.4176866949514495,0.04367359005602181,-7.712745780750853,0.04495335057323212,-0.08986595,-0.12309413,-0.061031222,0.027533742000000003,0.23102735,-0.034799717,-0.219033,-0.20960826,-0.068239145,-0.0042136987,246,246,244,2,8.737665,484.38315,0.0,0.0,31,True,296.3968,1.6982416040136197,0.0057072792445475575,-0.029852612,28,17,0.032982975,0,31,False,258,215865.32115976445,42.20470561240982,5114.7217,12.352908,28,135106.90992931687,193.93084068289025,696.6757,12.524694,28,121680.46847334564,91.75638359019231,1326.1254,12.048867999999999,1.1895722,0,0.47582626,0.17178631,0.30403996,21.555522030193874,13.565297772435114,6,6500.0,3.5,0.0,NOT_AVAILABLE,67.68447523876073,5.275527783497117,306.57058906429364,53.47142483845066,100001,7643.0,7526.0,7816.0,0.6735,0.319,1.0,0.3295,0.1685,0.4971,200111,1.4381356,1.3751765,1.483198,6.358429,6.1101894,6.6066685,-7974.36829698,792.628217791,105.056444941,42.7214627611,244.462334973,-11.1477416444,248.16719485223908,8013.663907821131
697186,1635721458409799680,Gaia DR2 2046944927562781312,2046944927562781312,1113482101,2015.5,295.37929004896097,0.017853370158715878,33.53228144140317,0.02223473431984401,2.0449024680429586,0.023579807697267502,86.72261,2.1561180937216378,0.037819773486414084,3.973496101887148,0.04561777065000317,-0.020662263,0.1323384,-0.32081459999999995,-0.068825044,0.10264117,-0.1024371,-0.3768863,-0.2262906,0.059747614000000004,-0.017183803,290,290,281,9,14.329154999999998,766.7757,0.0,0.16416180834881833,31,False,324.27823,1.696492553141475,0.005265151766977426,0.09026698,34,17,0.035926133,0,38,False,314,958751.7706210548,304.7209023326883,3146.3276,10.7341,36,622741.29440596,420.3919641393985,1481.335,10.865619,36,497424.6050947954,360.9383269203098,1378.1429999999998,10.520102,1.1683587,0,0.34551716,0.13151836,0.2139988,-19.752876187389766,4.902971440182181,8,6500.0,3.5,0.0,NOT_AVAILABLE,68.13153856365618,5.225033757173707,307.1677958992492,53.7456506016794,100001,7931.5,7816.0,8194.0,0.3562,0.055,0.7543,0.207,0.0405,0.3818,200111,1.6184136,1.5163806999999998,1.6665988,9.338885000000001,9.150706,9.527064,-8118.4197165,451.945612459,70.944618876,-5.96204373897,217.876020407,5.64684917459,217.95757897784745,8130.989701745998
697774,1635721458409799680,Gaia DR2 2047034636508882304,2047034636508882304,972094535,2015.5,295.9958495669857,0.019168759728852427,33.77927845522038,0.02325855236101511,0.9675419833708644,0.025585945465298247,37.81537,1.8620100862021398,0.04332213105580173,-0.14994086545552232,0.044926585040741186,-0.1550848,-0.071262464,-0.38900375,0.060522698,0.31041586,0.074104115,-0.26731086,0.0821044,-0.07715272,-0.14710589,270,270,267,3,10.348397,576.3224,0.0,0.0,31,False,330.99307000000005,1.6980532464507103,0.005709447611197397,0.038069658,31,16,0.036015358,0,33,False,283,265427.9018444992,47.80133849269304,5552.7295,12.128499,30,170842.70680540978,201.65198965979044,847.2156,12.269897,31,142434.2656952795,128.52693688063582,1108.2056,11.877884,1.1802714,1,0.39201355,0.14139843,0.25061512,-7.592212821071566,16.72764438655366,10,6500.0,3.5,0.0,NOT_AVAILABLE,68.60052131892725,4.899209168650711,308.1207347739125,53.832104404304495,100002,7737.0,7560.0,8141.745,0.857,0.7447,1.0471,0.4375,0.3735,0.5196,200111,1.8753783,1.693554,1.9642215,11.354364,10.845279,11.86345,-7923.93953074,958.777064197,114.047399286,4.97475084968,227.265638309,-1.64640495434,227.32007940741516,7981.733592753675
697982,1635721458409799680,Gaia DR2 2047069275430547328,2047069275430547328,651550101,2015.5,296.4394228804825,0.024075641296807053,34.14107346557065,0.03367110805341158,2.0701367707254885,0.03352139336104217,61.75569,7.676159481103347,0.05391845328404687,-8.032236258370235,0.07823209032992924,-0.1914899,-0.025398975,-0.28925383,0.10001028,0.12479109,0.12634765,-0.51676327,-0.037646703,-0.10567719,-0.29880500000000004,221,221,216,5,14.067846,650.5917,0.05763960074878539,1.375836250309914,31,False,134.51648,1.7076534953690754,0.008584546169598513,-0.009620631999999999,26,14,0.056682363,0,30,False,234,967281.7393374605,250.96171568328785,3854.3,10.724483,27,622022.430530797,401.80519840389917,1548.0697,10.866873,27,509554.70681650937,380.0389220351145,1340.7961,10.493943,1.1698527,0,0.37292957,0.14238929999999997,0.23054028,2.490451025079575,2.8706324484863845,4,6500.0,3.5,0.0,NOT_AVAILABLE,69.09873774530465,4.758523249228261,308.90097301360913,54.067528389198316,100001,7630.0,7480.73,7864.0,0.672,0.3015,0.8331,0.3257,0.126,0.4245,200111,1.7142091,1.6137114,1.7833021,8.972644,8.748211,9.197077,-8128.08457606,449.717235398,66.5149487647,19.3939975943,233.865184374,-16.8760176087,234.66796032893726,8140.51622855359
